0,1,2,3
0.9296875,0.9453125,0.030383494,0.060766988
0.9453125,0.9453125,0.04296875,0.04296875
0.9453125,0.9453125,0.060766988,0.030383494
0.9453125,0.9453125,0.030383494,0.060766988
0.9609375,0.9453125,0.04296875,0.04296875
0.9609375,0.9453125,0.060766988,0.030383494
0.9609375,0.9453125,0.030383494,0.060766988
0.9765625,0.9453125,0.04296875,0.04296875
0.9765625,0.9453125,0.060766988,0.030383494
0.9765625,0.9453125,0.030383494,0.060766988
0.9921875,0.9453125,0.04296875,0.04296875
0.9921875,0.9453125,0.060766988,0.030383494
0.9921875,0.9453125,0.030383494,0.060766988
0.0078125,0.9609375,0.04296875,0.04296875
0.0078125,0.9609375,0.060766988,0.030383494
0.0078125,0.9609375,0.030383494,0.060766988
0.0234375,0.9609375,0.04296875,0.04296875
0.0234375,0.9609375,0.060766988,0.030383494
0.0234375,0.9609375,0.030383494,0.060766988
0.0390625,0.9609375,0.04296875,0.04296875
0.0390625,0.9609375,0.060766988,0.030383494
0.0390625,0.9609375,0.030383494,0.060766988
0.0546875,0.9609375,0.04296875,0.04296875
0.0546875,0.9609375,0.060766988,0.030383494
0.0546875,0.9609375,0.030383494,0.060766988
0.0703125,0.9609375,0.04296875,0.04296875
0.0703125,0.9609375,0.060766988,0.030383494
0.0703125,0.9609375,0.030383494,0.060766988
0.0859375,0.9609375,0.04296875,0.04296875
0.0859375,0.9609375,0.060766988,0.030383494
0.0859375,0.9609375,0.030383494,0.060766988
0.1015625,0.9609375,0.04296875,0.04296875
0.1015625,0.9609375,0.060766988,0.030383494
0.1015625,0.9609375,0.030383494,0.060766988
0.1171875,0.9609375,0.04296875,0.04296875
0.1171875,0.9609375,0.060766988,0.030383494
0.1171875,0.9609375,0.030383494,0.060766988
0.1328125,0.9609375,0.04296875,0.04296875
0.1328125,0.9609375,0.060766988,0.030383494
0.1328125,0.9609375,0.030383494,0.060766988
0.1484375,0.9609375,0.04296875,0.04296875
0.1484375,0.9609375,0.060766988,0.030383494
0.1484375,0.9609375,0.030383494,0.060766988
0.1640625,0.9609375,0.04296875,0.04296875
0.1640625,0.9609375,0.060766988,0.030383494
0.1640625,0.9609375,0.030383494,0.060766988
0.1796875,0.9609375,0.04296875,0.04296875
0.1796875,0.9609375,0.060766988,0.030383494
0.1796875,0.9609375,0.030383494,0.060766988
0.1953125,0.9609375,0.04296875,0.04296875
0.1953125,0.9609375,0.060766988,0.030383494
0.1953125,0.9609375,0.030383494,0.060766988
0.2109375,0.9609375,0.04296875,0.04296875
0.2109375,0.9609375,0.060766988,0.030383494
0.2109375,0.9609375,0.030383494,0.060766988
0.2265625,0.9609375,0.04296875,0.04296875
0.2265625,0.9609375,0.060766988,0.030383494
0.2265625,0.9609375,0.030383494,0.060766988
0.2421875,0.9609375,0.04296875,0.04296875
0.2421875,0.9609375,0.060766988,0.030383494
0.2421875,0.9609375,0.030383494,0.060766988
0.2578125,0.9609375,0.04296875,0.04296875
0.2578125,0.9609375,0.060766988,0.030383494
0.2578125,0.9609375,0.030383494,0.060766988
0.2734375,0.9609375,0.04296875,0.04296875
0.2734375,0.9609375,0.060766988,0.030383494
0.2734375,0.9609375,0.030383494,0.060766988
0.2890625,0.9609375,0.04296875,0.04296875
0.2890625,0.9609375,0.060766988,0.030383494
0.2890625,0.9609375,0.030383494,0.060766988
0.3046875,0.9609375,0.04296875,0.04296875
0.3046875,0.9609375,0.060766988,0.030383494
0.3046875,0.9609375,0.030383494,0.060766988
0.3203125,0.9609375,0.04296875,0.04296875
0.3203125,0.9609375,0.060766988,0.030383494
0.3203125,0.9609375,0.030383494,0.060766988
0.3359375,0.9609375,0.04296875,0.04296875
0.3359375,0.9609375,0.060766988,0.030383494
0.3359375,0.9609375,0.030383494,0.060766988
0.3515625,0.9609375,0.04296875,0.04296875
0.3515625,0.9609375,0.060766988,0.030383494
0.3515625,0.9609375,0.030383494,0.060766988
0.3671875,0.9609375,0.04296875,0.04296875
0.3671875,0.9609375,0.060766988,0.030383494
0.3671875,0.9609375,0.030383494,0.060766988
0.3828125,0.9609375,0.04296875,0.04296875
0.3828125,0.9609375,0.060766988,0.030383494
0.3828125,0.9609375,0.030383494,0.060766988
0.3984375,0.9609375,0.04296875,0.04296875
0.3984375,0.9609375,0.060766988,0.030383494
0.3984375,0.9609375,0.030383494,0.060766988
0.4140625,0.9609375,0.04296875,0.04296875
0.4140625,0.9609375,0.060766988,0.030383494
0.4140625,0.9609375,0.030383494,0.060766988
0.4296875,0.9609375,0.04296875,0.04296875
0.4296875,0.9609375,0.060766988,0.030383494
0.4296875,0.9609375,0.030383494,0.060766988
0.4453125,0.9609375,0.04296875,0.04296875
0.4453125,0.9609375,0.060766988,0.030383494
0.4453125,0.9609375,0.030383494,0.060766988
0.4609375,0.9609375,0.04296875,0.04296875
0.4609375,0.9609375,0.060766988,0.030383494
0.4609375,0.9609375,0.030383494,0.060766988
0.4765625,0.9609375,0.04296875,0.04296875
0.4765625,0.9609375,0.060766988,0.030383494
0.4765625,0.9609375,0.030383494,0.060766988
0.4921875,0.9609375,0.04296875,0.04296875
0.4921875,0.9609375,0.060766988,0.030383494
0.4921875,0.9609375,0.030383494,0.060766988
0.5078125,0.9609375,0.04296875,0.04296875
0.5078125,0.9609375,0.060766988,0.030383494
0.5078125,0.9609375,0.030383494,0.060766988
0.5234375,0.9609375,0.04296875,0.04296875
0.5234375,0.9609375,0.060766988,0.030383494
0.5234375,0.9609375,0.030383494,0.060766988
0.5390625,0.9609375,0.04296875,0.04296875
0.5390625,0.9609375,0.060766988,0.030383494
0.5390625,0.9609375,0.030383494,0.060766988
0.5546875,0.9609375,0.04296875,0.04296875
0.5546875,0.9609375,0.060766988,0.030383494
0.5546875,0.9609375,0.030383494,0.060766988
0.5703125,0.9609375,0.04296875,0.04296875
0.5703125,0.9609375,0.060766988,0.030383494
0.5703125,0.9609375,0.030383494,0.060766988
0.5859375,0.9609375,0.04296875,0.04296875
0.5859375,0.9609375,0.060766988,0.030383494
0.5859375,0.9609375,0.030383494,0.060766988
0.6015625,0.9609375,0.04296875,0.04296875
0.6015625,0.9609375,0.060766988,0.030383494
0.6015625,0.9609375,0.030383494,0.060766988
0.6171875,0.9609375,0.04296875,0.04296875
0.6171875,0.9609375,0.060766988,0.030383494
0.6171875,0.9609375,0.030383494,0.060766988
0.6328125,0.9609375,0.04296875,0.04296875
0.6328125,0.9609375,0.060766988,0.030383494
0.6328125,0.9609375,0.030383494,0.060766988
0.6484375,0.9609375,0.04296875,0.04296875
0.6484375,0.9609375,0.060766988,0.030383494
0.6484375,0.9609375,0.030383494,0.060766988
0.6640625,0.9609375,0.04296875,0.04296875
0.6640625,0.9609375,0.060766988,0.030383494
0.6640625,0.9609375,0.030383494,0.060766988
0.6796875,0.9609375,0.04296875,0.04296875
0.6796875,0.9609375,0.060766988,0.030383494
0.6796875,0.9609375,0.030383494,0.060766988
0.6953125,0.9609375,0.04296875,0.04296875
0.6953125,0.9609375,0.060766988,0.030383494
0.6953125,0.9609375,0.030383494,0.060766988
0.7109375,0.9609375,0.04296875,0.04296875
0.7109375,0.9609375,0.060766988,0.030383494
0.7109375,0.9609375,0.030383494,0.060766988
0.7265625,0.9609375,0.04296875,0.04296875
0.7265625,0.9609375,0.060766988,0.030383494
0.7265625,0.9609375,0.030383494,0.060766988
0.7421875,0.9609375,0.04296875,0.04296875
0.7421875,0.9609375,0.060766988,0.030383494
0.7421875,0.9609375,0.030383494,0.060766988
0.7578125,0.9609375,0.04296875,0.04296875
0.7578125,0.9609375,0.060766988,0.030383494
0.7578125,0.9609375,0.030383494,0.060766988
0.7734375,0.9609375,0.04296875,0.04296875
0.7734375,0.9609375,0.060766988,0.030383494
0.7734375,0.9609375,0.030383494,0.060766988
0.7890625,0.9609375,0.04296875,0.04296875
0.7890625,0.9609375,0.060766988,0.030383494
0.7890625,0.9609375,0.030383494,0.060766988
0.8046875,0.9609375,0.04296875,0.04296875
0.8046875,0.9609375,0.060766988,0.030383494
0.8046875,0.9609375,0.030383494,0.060766988
0.8203125,0.9609375,0.04296875,0.04296875
0.8203125,0.9609375,0.060766988,0.030383494
0.8203125,0.9609375,0.030383494,0.060766988
0.8359375,0.9609375,0.04296875,0.04296875
0.8359375,0.9609375,0.060766988,0.030383494
0.8359375,0.9609375,0.030383494,0.060766988
0.8515625,0.9609375,0.04296875,0.04296875
0.8515625,0.9609375,0.060766988,0.030383494
0.8515625,0.9609375,0.030383494,0.060766988
0.8671875,0.9609375,0.04296875,0.04296875
0.8671875,0.9609375,0.060766988,0.030383494
0.8671875,0.9609375,0.030383494,0.060766988
0.8828125,0.9609375,0.04296875,0.04296875
0.8828125,0.9609375,0.060766988,0.030383494
0.8828125,0.9609375,0.030383494,0.060766988
0.8984375,0.9609375,0.04296875,0.04296875
0.8984375,0.9609375,0.060766988,0.030383494
0.8984375,0.9609375,0.030383494,0.060766988
0.9140625,0.9609375,0.04296875,0.04296875
0.9140625,0.9609375,0.060766988,0.030383494
0.9140625,0.9609375,0.030383494,0.060766988
0.9296875,0.9609375,0.04296875,0.04296875
0.9296875,0.9609375,0.060766988,0.030383494
0.9296875,0.9609375,0.030383494,0.060766988
0.9453125,0.9609375,0.04296875,0.04296875
0.9453125,0.9609375,0.060766988,0.030383494
0.9453125,0.9609375,0.030383494,0.060766988
0.9609375,0.9609375,0.04296875,0.04296875
0.9609375,0.9609375,0.060766988,0.030383494
0.9609375,0.9609375,0.030383494,0.060766988
0.9765625,0.9609375,0.04296875,0.04296875
0.9765625,0.9609375,0.060766988,0.030383494
0.9765625,0.9609375,0.030383494,0.060766988
0.9921875,0.9609375,0.04296875,0.04296875
0.9921875,0.9609375,0.060766988,0.030383494
0.9921875,0.9609375,0.030383494,0.060766988
0.0078125,0.9765625,0.04296875,0.04296875
0.0078125,0.9765625,0.060766988,0.030383494
0.0078125,0.9765625,0.030383494,0.060766988
0.0234375,0.9765625,0.04296875,0.04296875
0.0234375,0.9765625,0.060766988,0.030383494
0.0234375,0.9765625,0.030383494,0.060766988
0.0390625,0.9765625,0.04296875,0.04296875
0.0390625,0.9765625,0.060766988,0.030383494
0.0390625,0.9765625,0.030383494,0.060766988
0.0546875,0.9765625,0.04296875,0.04296875
0.0546875,0.9765625,0.060766988,0.030383494
0.0546875,0.9765625,0.030383494,0.060766988
0.0703125,0.9765625,0.04296875,0.04296875
0.0703125,0.9765625,0.060766988,0.030383494
0.0703125,0.9765625,0.030383494,0.060766988
0.0859375,0.9765625,0.04296875,0.04296875
0.0859375,0.9765625,0.060766988,0.030383494
0.0859375,0.9765625,0.030383494,0.060766988
0.1015625,0.9765625,0.04296875,0.04296875
0.1015625,0.9765625,0.060766988,0.030383494
0.1015625,0.9765625,0.030383494,0.060766988
0.1171875,0.9765625,0.04296875,0.04296875
0.1171875,0.9765625,0.060766988,0.030383494
0.1171875,0.9765625,0.030383494,0.060766988
0.1328125,0.9765625,0.04296875,0.04296875
0.1328125,0.9765625,0.060766988,0.030383494
0.1328125,0.9765625,0.030383494,0.060766988
0.1484375,0.9765625,0.04296875,0.04296875
0.1484375,0.9765625,0.060766988,0.030383494
0.1484375,0.9765625,0.030383494,0.060766988
0.1640625,0.9765625,0.04296875,0.04296875
0.1640625,0.9765625,0.060766988,0.030383494
0.1640625,0.9765625,0.030383494,0.060766988
0.1796875,0.9765625,0.04296875,0.04296875
0.1796875,0.9765625,0.060766988,0.030383494
0.1796875,0.9765625,0.030383494,0.060766988
0.1953125,0.9765625,0.04296875,0.04296875
0.1953125,0.9765625,0.060766988,0.030383494
0.1953125,0.9765625,0.030383494,0.060766988
0.2109375,0.9765625,0.04296875,0.04296875
0.2109375,0.9765625,0.060766988,0.030383494
0.2109375,0.9765625,0.030383494,0.060766988
0.2265625,0.9765625,0.04296875,0.04296875
0.2265625,0.9765625,0.060766988,0.030383494
0.2265625,0.9765625,0.030383494,0.060766988
0.2421875,0.9765625,0.04296875,0.04296875
0.2421875,0.9765625,0.060766988,0.030383494
0.2421875,0.9765625,0.030383494,0.060766988
0.2578125,0.9765625,0.04296875,0.04296875
0.2578125,0.9765625,0.060766988,0.030383494
0.2578125,0.9765625,0.030383494,0.060766988
0.2734375,0.9765625,0.04296875,0.04296875
0.2734375,0.9765625,0.060766988,0.030383494
0.2734375,0.9765625,0.030383494,0.060766988
0.2890625,0.9765625,0.04296875,0.04296875
0.2890625,0.9765625,0.060766988,0.030383494
0.2890625,0.9765625,0.030383494,0.060766988
0.3046875,0.9765625,0.04296875,0.04296875
0.3046875,0.9765625,0.060766988,0.030383494
0.3046875,0.9765625,0.030383494,0.060766988
0.3203125,0.9765625,0.04296875,0.04296875
0.3203125,0.9765625,0.060766988,0.030383494
0.3203125,0.9765625,0.030383494,0.060766988
0.3359375,0.9765625,0.04296875,0.04296875
0.3359375,0.9765625,0.060766988,0.030383494
0.3359375,0.9765625,0.030383494,0.060766988
0.3515625,0.9765625,0.04296875,0.04296875
0.3515625,0.9765625,0.060766988,0.030383494
0.3515625,0.9765625,0.030383494,0.060766988
0.3671875,0.9765625,0.04296875,0.04296875
0.3671875,0.9765625,0.060766988,0.030383494
0.3671875,0.9765625,0.030383494,0.060766988
0.3828125,0.9765625,0.04296875,0.04296875
0.3828125,0.9765625,0.060766988,0.030383494
0.3828125,0.9765625,0.030383494,0.060766988
0.3984375,0.9765625,0.04296875,0.04296875
0.3984375,0.9765625,0.060766988,0.030383494
0.3984375,0.9765625,0.030383494,0.060766988
0.4140625,0.9765625,0.04296875,0.04296875
0.4140625,0.9765625,0.060766988,0.030383494
0.4140625,0.9765625,0.030383494,0.060766988
0.4296875,0.9765625,0.04296875,0.04296875
0.4296875,0.9765625,0.060766988,0.030383494
0.4296875,0.9765625,0.030383494,0.060766988
0.4453125,0.9765625,0.04296875,0.04296875
0.4453125,0.9765625,0.060766988,0.030383494
0.4453125,0.9765625,0.030383494,0.060766988
0.4609375,0.9765625,0.04296875,0.04296875
0.4609375,0.9765625,0.060766988,0.030383494
0.4609375,0.9765625,0.030383494,0.060766988
0.4765625,0.9765625,0.04296875,0.04296875
0.4765625,0.9765625,0.060766988,0.030383494
0.4765625,0.9765625,0.030383494,0.060766988
0.4921875,0.9765625,0.04296875,0.04296875
0.4921875,0.9765625,0.060766988,0.030383494
0.4921875,0.9765625,0.030383494,0.060766988
0.5078125,0.9765625,0.04296875,0.04296875
0.5078125,0.9765625,0.060766988,0.030383494
0.5078125,0.9765625,0.030383494,0.060766988
0.5234375,0.9765625,0.04296875,0.04296875
0.5234375,0.9765625,0.060766988,0.030383494
0.5234375,0.9765625,0.030383494,0.060766988
0.5390625,0.9765625,0.04296875,0.04296875
0.5390625,0.9765625,0.060766988,0.030383494
0.5390625,0.9765625,0.030383494,0.060766988
0.5546875,0.9765625,0.04296875,0.04296875
0.5546875,0.9765625,0.060766988,0.030383494
0.5546875,0.9765625,0.030383494,0.060766988
0.5703125,0.9765625,0.04296875,0.04296875
0.5703125,0.9765625,0.060766988,0.030383494
0.5703125,0.9765625,0.030383494,0.060766988
0.5859375,0.9765625,0.04296875,0.04296875
0.5859375,0.9765625,0.060766988,0.030383494
0.5859375,0.9765625,0.030383494,0.060766988
0.6015625,0.9765625,0.04296875,0.04296875
0.6015625,0.9765625,0.060766988,0.030383494
0.6015625,0.9765625,0.030383494,0.060766988
0.6171875,0.9765625,0.04296875,0.04296875
0.6171875,0.9765625,0.060766988,0.030383494
0.6171875,0.9765625,0.030383494,0.060766988
0.6328125,0.9765625,0.04296875,0.04296875
0.6328125,0.9765625,0.060766988,0.030383494
0.6328125,0.9765625,0.030383494,0.060766988
0.6484375,0.9765625,0.04296875,0.04296875
0.6484375,0.9765625,0.060766988,0.030383494
0.6484375,0.9765625,0.030383494,0.060766988
0.6640625,0.9765625,0.04296875,0.04296875
0.6640625,0.9765625,0.060766988,0.030383494
0.6640625,0.9765625,0.030383494,0.060766988
0.6796875,0.9765625,0.04296875,0.04296875
0.6796875,0.9765625,0.060766988,0.030383494
0.6796875,0.9765625,0.030383494,0.060766988
0.6953125,0.9765625,0.04296875,0.04296875
0.6953125,0.9765625,0.060766988,0.030383494
0.6953125,0.9765625,0.030383494,0.060766988
0.7109375,0.9765625,0.04296875,0.04296875
0.7109375,0.9765625,0.060766988,0.030383494
0.7109375,0.9765625,0.030383494,0.060766988
0.7265625,0.9765625,0.04296875,0.04296875
0.7265625,0.9765625,0.060766988,0.030383494
0.7265625,0.9765625,0.030383494,0.060766988
0.7421875,0.9765625,0.04296875,0.04296875
0.7421875,0.9765625,0.060766988,0.030383494
0.7421875,0.9765625,0.030383494,0.060766988
0.7578125,0.9765625,0.04296875,0.04296875
0.7578125,0.9765625,0.060766988,0.030383494
0.7578125,0.9765625,0.030383494,0.060766988
0.7734375,0.9765625,0.04296875,0.04296875
0.7734375,0.9765625,0.060766988,0.030383494
0.7734375,0.9765625,0.030383494,0.060766988
0.7890625,0.9765625,0.04296875,0.04296875
0.7890625,0.9765625,0.060766988,0.030383494
0.7890625,0.9765625,0.030383494,0.060766988
0.8046875,0.9765625,0.04296875,0.04296875
0.8046875,0.9765625,0.060766988,0.030383494
0.8046875,0.9765625,0.030383494,0.060766988
0.8203125,0.9765625,0.04296875,0.04296875
0.8203125,0.9765625,0.060766988,0.030383494
0.8203125,0.9765625,0.030383494,0.060766988
0.8359375,0.9765625,0.04296875,0.04296875
0.8359375,0.9765625,0.060766988,0.030383494
0.8359375,0.9765625,0.030383494,0.060766988
0.8515625,0.9765625,0.04296875,0.04296875
0.8515625,0.9765625,0.060766988,0.030383494
0.8515625,0.9765625,0.030383494,0.060766988
0.8671875,0.9765625,0.04296875,0.04296875
0.8671875,0.9765625,0.060766988,0.030383494
0.8671875,0.9765625,0.030383494,0.060766988
0.8828125,0.9765625,0.04296875,0.04296875
0.8828125,0.9765625,0.060766988,0.030383494
0.8828125,0.9765625,0.030383494,0.060766988
0.8984375,0.9765625,0.04296875,0.04296875
0.8984375,0.9765625,0.060766988,0.030383494
0.8984375,0.9765625,0.030383494,0.060766988
0.9140625,0.9765625,0.04296875,0.04296875
0.9140625,0.9765625,0.060766988,0.030383494
0.9140625,0.9765625,0.030383494,0.060766988
0.9296875,0.9765625,0.04296875,0.04296875
0.9296875,0.9765625,0.060766988,0.030383494
0.9296875,0.9765625,0.030383494,0.060766988
0.9453125,0.9765625,0.04296875,0.04296875
0.9453125,0.9765625,0.060766988,0.030383494
0.9453125,0.9765625,0.030383494,0.060766988
0.9609375,0.9765625,0.04296875,0.04296875
0.9609375,0.9765625,0.060766988,0.030383494
0.9609375,0.9765625,0.030383494,0.060766988
0.9765625,0.9765625,0.04296875,0.04296875
0.9765625,0.9765625,0.060766988,0.030383494
0.9765625,0.9765625,0.030383494,0.060766988
0.9921875,0.9765625,0.04296875,0.04296875
0.9921875,0.9765625,0.060766988,0.030383494
0.9921875,0.9765625,0.030383494,0.060766988
0.0078125,0.9921875,0.04296875,0.04296875
0.0078125,0.9921875,0.060766988,0.030383494
0.0078125,0.9921875,0.030383494,0.060766988
0.0234375,0.9921875,0.04296875,0.04296875
0.0234375,0.9921875,0.060766988,0.030383494
0.0234375,0.9921875,0.030383494,0.060766988
0.0390625,0.9921875,0.04296875,0.04296875
0.0390625,0.9921875,0.060766988,0.030383494
0.0390625,0.9921875,0.030383494,0.060766988
0.0546875,0.9921875,0.04296875,0.04296875
0.0546875,0.9921875,0.060766988,0.030383494
0.0546875,0.9921875,0.030383494,0.060766988
0.0703125,0.9921875,0.04296875,0.04296875
0.0703125,0.9921875,0.060766988,0.030383494
0.0703125,0.9921875,0.030383494,0.060766988
0.0859375,0.9921875,0.04296875,0.04296875
0.0859375,0.9921875,0.060766988,0.030383494
0.0859375,0.9921875,0.030383494,0.060766988
0.1015625,0.9921875,0.04296875,0.04296875
0.1015625,0.9921875,0.060766988,0.030383494
0.1015625,0.9921875,0.030383494,0.060766988
0.1171875,0.9921875,0.04296875,0.04296875
0.1171875,0.9921875,0.060766988,0.030383494
0.1171875,0.9921875,0.030383494,0.060766988
0.1328125,0.9921875,0.04296875,0.04296875
0.1328125,0.9921875,0.060766988,0.030383494
0.1328125,0.9921875,0.030383494,0.060766988
0.1484375,0.9921875,0.04296875,0.04296875
0.1484375,0.9921875,0.060766988,0.030383494
0.1484375,0.9921875,0.030383494,0.060766988
0.1640625,0.9921875,0.04296875,0.04296875
0.1640625,0.9921875,0.060766988,0.030383494
0.1640625,0.9921875,0.030383494,0.060766988
0.1796875,0.9921875,0.04296875,0.04296875
0.1796875,0.9921875,0.060766988,0.030383494
0.1796875,0.9921875,0.030383494,0.060766988
0.1953125,0.9921875,0.04296875,0.04296875
0.1953125,0.9921875,0.060766988,0.030383494
0.1953125,0.9921875,0.030383494,0.060766988
0.2109375,0.9921875,0.04296875,0.04296875
0.2109375,0.9921875,0.060766988,0.030383494
0.2109375,0.9921875,0.030383494,0.060766988
0.2265625,0.9921875,0.04296875,0.04296875
0.2265625,0.9921875,0.060766988,0.030383494
0.2265625,0.9921875,0.030383494,0.060766988
0.2421875,0.9921875,0.04296875,0.04296875
0.2421875,0.9921875,0.060766988,0.030383494
0.2421875,0.9921875,0.030383494,0.060766988
0.2578125,0.9921875,0.04296875,0.04296875
0.2578125,0.9921875,0.060766988,0.030383494
0.2578125,0.9921875,0.030383494,0.060766988
0.2734375,0.9921875,0.04296875,0.04296875
0.2734375,0.9921875,0.060766988,0.030383494
0.2734375,0.9921875,0.030383494,0.060766988
0.2890625,0.9921875,0.04296875,0.04296875
0.2890625,0.9921875,0.060766988,0.030383494
0.2890625,0.9921875,0.030383494,0.060766988
0.3046875,0.9921875,0.04296875,0.04296875
0.3046875,0.9921875,0.060766988,0.030383494
0.3046875,0.9921875,0.030383494,0.060766988
0.3203125,0.9921875,0.04296875,0.04296875
0.3203125,0.9921875,0.060766988,0.030383494
0.3203125,0.9921875,0.030383494,0.060766988
0.3359375,0.9921875,0.04296875,0.04296875
0.3359375,0.9921875,0.060766988,0.030383494
0.3359375,0.9921875,0.030383494,0.060766988
0.3515625,0.9921875,0.04296875,0.04296875
0.3515625,0.9921875,0.060766988,0.030383494
0.3515625,0.9921875,0.030383494,0.060766988
0.3671875,0.9921875,0.04296875,0.04296875
0.3671875,0.9921875,0.060766988,0.030383494
0.3671875,0.9921875,0.030383494,0.060766988
0.3828125,0.9921875,0.04296875,0.04296875
0.3828125,0.9921875,0.060766988,0.030383494
0.3828125,0.9921875,0.030383494,0.060766988
0.3984375,0.9921875,0.04296875,0.04296875
0.3984375,0.9921875,0.060766988,0.030383494
0.3984375,0.9921875,0.030383494,0.060766988
0.4140625,0.9921875,0.04296875,0.04296875
0.4140625,0.9921875,0.060766988,0.030383494
0.4140625,0.9921875,0.030383494,0.060766988
0.4296875,0.9921875,0.04296875,0.04296875
0.4296875,0.9921875,0.060766988,0.030383494
0.4296875,0.9921875,0.030383494,0.060766988
0.4453125,0.9921875,0.04296875,0.04296875
0.4453125,0.9921875,0.060766988,0.030383494
0.4453125,0.9921875,0.030383494,0.060766988
0.4609375,0.9921875,0.04296875,0.04296875
0.4609375,0.9921875,0.060766988,0.030383494
0.4609375,0.9921875,0.030383494,0.060766988
0.4765625,0.9921875,0.04296875,0.04296875
0.4765625,0.9921875,0.060766988,0.030383494
0.4765625,0.9921875,0.030383494,0.060766988
0.4921875,0.9921875,0.04296875,0.04296875
0.4921875,0.9921875,0.060766988,0.030383494
0.4921875,0.9921875,0.030383494,0.060766988
0.5078125,0.9921875,0.04296875,0.04296875
0.5078125,0.9921875,0.060766988,0.030383494
0.5078125,0.9921875,0.030383494,0.060766988
0.5234375,0.9921875,0.04296875,0.04296875
0.5234375,0.9921875,0.060766988,0.030383494
0.5234375,0.9921875,0.030383494,0.060766988
0.5390625,0.9921875,0.04296875,0.04296875
0.5390625,0.9921875,0.060766988,0.030383494
0.5390625,0.9921875,0.030383494,0.060766988
0.5546875,0.9921875,0.04296875,0.04296875
0.5546875,0.9921875,0.060766988,0.030383494
0.5546875,0.9921875,0.030383494,0.060766988
0.5703125,0.9921875,0.04296875,0.04296875
0.5703125,0.9921875,0.060766988,0.030383494
0.5703125,0.9921875,0.030383494,0.060766988
0.5859375,0.9921875,0.04296875,0.04296875
0.5859375,0.9921875,0.060766988,0.030383494
0.5859375,0.9921875,0.030383494,0.060766988
0.6015625,0.9921875,0.04296875,0.04296875
0.6015625,0.9921875,0.060766988,0.030383494
0.6015625,0.9921875,0.030383494,0.060766988
0.6171875,0.9921875,0.04296875,0.04296875
0.6171875,0.9921875,0.060766988,0.030383494
0.6171875,0.9921875,0.030383494,0.060766988
0.6328125,0.9921875,0.04296875,0.04296875
0.6328125,0.9921875,0.060766988,0.030383494
0.6328125,0.9921875,0.030383494,0.060766988
0.6484375,0.9921875,0.04296875,0.04296875
0.6484375,0.9921875,0.060766988,0.030383494
0.6484375,0.9921875,0.030383494,0.060766988
0.6640625,0.9921875,0.04296875,0.04296875
0.6640625,0.9921875,0.060766988,0.030383494
0.6640625,0.9921875,0.030383494,0.060766988
0.6796875,0.9921875,0.04296875,0.04296875
0.6796875,0.9921875,0.060766988,0.030383494
0.6796875,0.9921875,0.030383494,0.060766988
0.6953125,0.9921875,0.04296875,0.04296875
0.6953125,0.9921875,0.060766988,0.030383494
0.6953125,0.9921875,0.030383494,0.060766988
0.7109375,0.9921875,0.04296875,0.04296875
0.7109375,0.9921875,0.060766988,0.030383494
0.7109375,0.9921875,0.030383494,0.060766988
0.7265625,0.9921875,0.04296875,0.04296875
0.7265625,0.9921875,0.060766988,0.030383494
0.7265625,0.9921875,0.030383494,0.060766988
0.7421875,0.9921875,0.04296875,0.04296875
0.7421875,0.9921875,0.060766988,0.030383494
0.7421875,0.9921875,0.030383494,0.060766988
0.7578125,0.9921875,0.04296875,0.04296875
0.7578125,0.9921875,0.060766988,0.030383494
0.7578125,0.9921875,0.030383494,0.060766988
0.7734375,0.9921875,0.04296875,0.04296875
0.7734375,0.9921875,0.060766988,0.030383494
0.7734375,0.9921875,0.030383494,0.060766988
0.7890625,0.9921875,0.04296875,0.04296875
0.7890625,0.9921875,0.060766988,0.030383494
0.7890625,0.9921875,0.030383494,0.060766988
0.8046875,0.9921875,0.04296875,0.04296875
0.8046875,0.9921875,0.060766988,0.030383494
0.8046875,0.9921875,0.030383494,0.060766988
0.8203125,0.9921875,0.04296875,0.04296875
0.8203125,0.9921875,0.060766988,0.030383494
0.8203125,0.9921875,0.030383494,0.060766988
0.8359375,0.9921875,0.04296875,0.04296875
0.8359375,0.9921875,0.060766988,0.030383494
0.8359375,0.9921875,0.030383494,0.060766988
0.8515625,0.9921875,0.04296875,0.04296875
0.8515625,0.9921875,0.060766988,0.030383494
0.8515625,0.9921875,0.030383494,0.060766988
0.8671875,0.9921875,0.04296875,0.04296875
0.8671875,0.9921875,0.060766988,0.030383494
0.8671875,0.9921875,0.030383494,0.060766988
0.8828125,0.9921875,0.04296875,0.04296875
0.8828125,0.9921875,0.060766988,0.030383494
0.8828125,0.9921875,0.030383494,0.060766988
0.8984375,0.9921875,0.04296875,0.04296875
0.8984375,0.9921875,0.060766988,0.030383494
0.8984375,0.9921875,0.030383494,0.060766988
0.9140625,0.9921875,0.04296875,0.04296875
0.9140625,0.9921875,0.060766988,0.030383494
0.9140625,0.9921875,0.030383494,0.060766988
0.9296875,0.9921875,0.04296875,0.04296875
0.9296875,0.9921875,0.060766988,0.030383494
0.9296875,0.9921875,0.030383494,0.060766988
0.9453125,0.9921875,0.04296875,0.04296875
0.9453125,0.9921875,0.060766988,0.030383494
0.9453125,0.9921875,0.030383494,0.060766988
0.9609375,0.9921875,0.04296875,0.04296875
0.9609375,0.9921875,0.060766988,0.030383494
0.9609375,0.9921875,0.030383494,0.060766988
